	786_0	A498	A549_ATCC	ACHN	BT_549	CAKI_1	CCRF_CEM	COLO_205	DU_145	EKVX	HCC_2998	HCT_116	HCT_15	HL_60_TB	HOP_62	HOP_92	HS_578T	HT29	IGROV1	KM12	K_562	LOX_IMVI	M14	MALME_3M	MCF7	MDA_MB_231_ATCC	MDA_MB_435	MDA_N	MOLT_4	NCI_ADR_RES	NCI_H226	NCI_H23	NCI_H322M	NCI_H460	NCI_H522	OVCAR_3	OVCAR_4	OVCAR_5	OVCAR_8	PC_3	RPMI_8226	RXF_393	SF_268	SF_295	SF_539	SK_MEL_2	SK_MEL_28	SK_MEL_5	SK_OV_3	SN12C	SNB_19	SNB_75	SR	SW_620	TK_10	T_47D	U251	UACC_257	UACC_62	UO_31
PCDHB8	0.791691	0.695482	0.184691	1.02243	0.727541	0.380211	0.779596	0.540329	0.361728	0.673942	0.346353	0.0128372	-0.154902	-0.187087	0.285557	0.679428	0.918555	0.326336	0.998259	0.33646	0	1.03019	1.12581	0.187521	1.35736	0.920645	1.25959	1.4685	0.69897	1.26031	0.247973	0.888179	0.371068	0.948413	1.01284	0.60206	0.848805	0.912753	1.02284	0.357935	0.217484	-0.0362122	0.755112	0.770115	0.829947	1.08386	0.873321	0.0899051	0.469822	0.506505	0.773786	0.644439	0.30963	0.64836	0.525045	1.82969	0.181844	0.576341	0.296665	-0.0861861
NPVF	0.294466	0.292256	0.1959	-0.0757207	0.868056	0.271842	0.170262	0.158362	0.285557	1.1232	0.625312	0.385606	0.167317	0.596597	0.257679	0.292256	-0.0705811	0.11059	0.838219	0.447158	0.257679	0.50515	-0.180456	0.756636	0.434569	-0.173925	0.371068	0.00860017	-0.0655015	0.835691	0.303196	-0.113509	-0.154902	0.877371	1.01157	0.729165	0.0211893	1.05231	0.933993	0.491362	1.04139	-0.0132283	-0.0757207	0.376577	0.127105	0.726727	-0.283997	0.267172	0.586587	0.161368	0.540329	0.11059	0.385606	-0.148742	0.290035	0.127105	0.0934217	0.0170333	0.123852	-0.0604807
KCNK13	0.509203	0.609594	1.1089	0.950851	0.899821	0.326336	1.19838	0.324282	0.260071	0.798651	0.0374265	1.09447	-0.0222764	-0.229148	1.03862	1.21748	0.952792	0.879669	0.383815	1.33806	1.02938	0.766413	0.324282	0.780317	1.21985	0.980003	0.813581	0.860338	1.02449	1.29092	1.41581	0.506505	0.545307	0.32838	1.17955	1.02284	1.37365	1.20737	0.899821	0.943	0.682145	0.988559	0.857935	0.570543	1.05614	0.889862	1.30492	1.32899	1.09026	0.193125	0.514548	1.10346	1.54802	1.05729	1.39759	0.586587	1.07408	1.10483	1.05269	0.62941
CHRM2	1.13098	1.08063	0.593286	1.04179	1.09482	0.371068	0.526339	0.95376	1.3092	1.1529	0.482874	1.16584	0.225309	0.491362	0.748188	1.14799	0.724276	0.673942	1.01912	0.332438	0.217484	0.176091	0.488551	0.896526	1.26576	1.32613	0.806858	1.08884	1.3969	1.12483	0.979548	1.12581	1.02325	1.1232	0.593286	1.08672	1.49136	0.738781	1.31765	0.686636	1.39463	1.24279	1.23729	0.553883	0.298853	1.3092	0.369216	1.45894	1.52166	0.909021	0.926857	0.547775	1.40432	0.678518	0.541579	1.34947	0.956168	1.06707	0.755875	0.71265
LY6G6E	1.36229	1.03743	0.450249	0.292256	0.448706	0.80956	1.09167	1.03583	0.320146	1.11926	1.13513	0.423246	0.851258	0.522444	0.064458	1.50759	0.342423	0.786751	1.28533	0.657056	1.07408	0.980912	1.22063	1.35083	1.38021	0.946452	1.25983	0.380211	1.34163	1.45849	1	0.593286	0.888179	1.45682	1.15897	0.399674	1.11461	1.16465	0.0606978	1.37803	0.49693	0.367356	0.895975	0.915927	0.851258	0.382017	1.18241	0.440909	1.3092	0.0934217	0.919601	1.10789	0.987666	0.167317	1.49568	1.09899	0.960471	1.24576	1.05115	1.086
OR1D4 /// OR1D5	1.00432	1.27184	0.870404	0.193125	0	1.0306	1.37712	1.2403	1.08063	0.781755	1.16017	1.06521	1.28533	1.18041	0.429752	0.334454	1.07846	1.19451	0.525045	0.932474	0.539076	1.38757	1.01536	0.826723	1.44264	0.906335	1.1486	0.880242	0.620136	0.658965	1.06856	0.702431	0.515874	0.0293838	1.031	0.763428	0.675778	1.35257	1.16909	1.26007	1.26458	1.12057	0.943495	0.725095	0.611723	1.53186	1.03222	0.668386	1.18441	0.869818	0.614897	1.0141	1.17551	0.761176	0.661813	1.28668	1.05308	1.10687	0.445604	1.27114
VPREB1	0.537819	0.736397	1.30771	0.198657	0.522444	0.651278	1.90838	0.873902	1.10687	0.436163	0.92737	1.01662	0.970812	1.24773	0.528917	0.49276	0.836957	0.768638	1.33041	1.14145	0.919078	0.214844	1.21219	0.880814	0.936514	0.850033	0.187521	0.923244	2.13008	1.11126	0.424882	0.285557	0.158362	1.06633	0.49276	0.711807	0.662758	0.611723	0.85309	0.722634	0.901458	0.369216	0.751279	0.502427	0.90309	0.450249	0.79379	0.942504	0.117271	0.645422	0.892651	0.113943	1	0.597695	0.507856	0.728354	0.666518	0.472756	0.352183	0.792392
CHRNG	1.36097	1.29447	1.44028	0.83123	1.4915	1.31534	1.54814	1.36248	0.235528	0.354108	1.13226	0.773786	1.43648	1.68762	0.307496	1.59726	0.92993	1.42243	0.94939	1.42667	1.54481	1.28217	1.38757	1.45939	1.479	1.21085	1.33686	1.36361	0.673021	1.68233	1.41647	1.33826	1.3707	1.36661	0.553883	1.45743	1.35064	1.49982	1.46553	0.796574	0.978637	1.42243	1.30535	0.683047	1.07591	0.996074	1.21139	0.692847	0.962369	1.0187	1.26858	1.50147	1.31027	1.34203	0.802089	1.4239	1.02531	1.18127	1.38668	0.970812
GPR25	0.762679	0.571709	0.1959	0.396199	0.269513	0.959041	-0.130768	0.563481	0.401401	0.748188	0.69897	0.155336	0.542825	0.187521	0.547775	0.633468	0.401401	0.41162	0.683947	-0.00877392	-0.337242	-0.148742	0.609594	0.485721	0.769377	0	0.376577	0.363612	0.149219	0.0413927	1.02979	0.374748	0.385606	0.313867	0.552668	0.139879	0.0863598	0.5302	0.633468	0.627366	0.100371	0.808211	0.802089	0.149219	-0.29243	0.909556	-0.244125	0.173186	0.708421	0.190332	-0.00436481	-0.309804	-0.00436481	-0.455932	0.494155	0.31597	-0.0757207	0.371068	0.374748	-0.283997
MLNR	1.01953	1.14145	1.30125	0.330414	1.19201	0.217484	0.359835	0.776701	1.02776	0.634477	0.946452	0.580925	1.33325	0.883093	1.00475	1.35392	0.894316	0.770852	1.25358	1.28217	0.783904	0.382017	0.889862	0.691965	1.14301	0.87564	1.04571	1.11261	0.910091	0.786041	0.429752	1.07846	0.877947	0.874482	0.230449	0.936011	0.463893	0.50515	0.724276	1.00303	1.27852	0.0681859	0.120574	0.739572	0.83187	1.23729	0.965672	1.11059	1.4603	1.28421	1.05077	0.653213	1.26741	1.05767	1.22968	0.0606978	0.158362	0.848805	1.38703	1.10312
TAS2R13	0.748188	0.613842	1.08529	1.08778	0.431364	0.374748	-0.0705811	1.30578	0.764176	0.526339	0.540329	0.977266	0.485721	0.617	0.684845	0.487138	1.2403	0.970812	0.574031	0.303196	0.653213	0.303196	0.987666	0.558709	0.342423	0.494155	0.941014	0.342423	0.260071	1.16197	0.887054	0.235528	-0.0409586	0.595496	0.260071	0.705008	0.513218	0.382017	0.778151	1.15625	0.278754	1.04689	0.1959	0.40654	0.605305	0.606381	0.269513	1.05729	1.31175	1.32139	0.338456	0.380211	1.20003	1.29776	0.622214	1.07078	0.802774	0.307496	0.25042	0.450249
TAS2R10	-0.0132283	0.813581	1.23603	0.903633	0.992111	1.07555	0.938019	1.0187	0.729974	1.09342	0.676694	1.03743	1.00647	1.25042	0.783904	1.16435	0.489958	0.799341	1.21085	0.819544	0.0791812	0.494155	0.739572	0.859739	-0.0409586	0.848189	0.424882	0.0334238	1.01284	-0.107905	0.555094	0.92737	-0.21467	1.04922	-0.39794	0.123852	0.741152	1.15503	0.305351	0.875061	1.01072	0.928908	0.817565	0.389166	0.488551	0.810904	-0.0555173	0.158362	1.32408	0.71433	0.324282	1.03822	0.980003	-0.244125	0.326336	0.722634	0.992995	0.278754	0.872739	0.585461
PCDHB12	0.664642	1.39129	1.41397	0.696356	0.998259	0.808886	0.568202	0.835056	1.11327	0.889862	0.380211	0.774517	0.674861	0.916454	0.342423	1.38578	1.27807	0.808211	0.536558	0.832509	0.348305	1.26055	0.886491	0.260071	0.960946	0.776701	1.48087	1.39863	0.836324	1.27114	0.206826	0.795185	1.20629	0.817565	0.748963	0.910624	0.988113	0.756636	0.903633	0.885361	0.988559	0.816904	0.469822	0.843233	1.29203	1.02243	0.184691	0.778874	1.35965	1.30276	0.7348	0.957128	1.32899	0.694605	1.15473	1.79706	0.729974	0.459392	0.968483	0.659916
TEX13A	0.357935	0.70757	0.817565	1.31492	0.880814	0.30103	1.3006	0.804139	0.489958	0.176091	0.715167	0.619093	0.383815	0.996949	0.158362	0.437751	0.682145	0.775974	1.10483	0.367356	0.20412	0.940516	1.21932	0.939519	0.789581	1.01787	1.10003	0.956168	1.22298	1.28758	1.26834	0.127105	0.603144	1.40329	1.15351	1.08279	1.10755	1.15229	0.716003	0.935003	1.32613	1.27114	1.07846	0.867467	0.968016	1.11361	0.603144	1.05346	0.255273	0.348305	0.346353	0.828015	1.01953	0.745075	0.40654	1.16197	0.900367	0.394452	1.08529	0.958086
TEX12	0.394452	0.330414	-0.585027	-0.161151	0.494155	0.0334238	-0.113509	-0.244125	0.164353	0.100371	-0.443697	0.0606978	0.444045	-0.161151	-0.69897	0.206826	-0.0861861	0.0827854	-0.431798	-0.167491	0.404834	-0.283997	0.676694	-0.275724	0.550228	0.614897	-0.0268721	0.0253059	-0.113509	0.361728	0.0934217	-0.552842	-0.431798	0.064458	-0.187087	0.103804	0.240549	0.52763	-0.387216	0.363612	-0.318759	-0.229148	-0.167491	-0.585027	0.0569049	0.372912	-0.154902	-0.180456	1.2572	0.0863598	-0.318759	-0.387216	-0.0409586	0.187521	0.841985	0.235528	0.158362	-0.346787	0.511883	-0.408935
RBBP9	1.08565	1.01662	0.534026	1.18752	0.367356	1.37585	0.690196	0.990783	0.933993	0.913284	1.21669	0.494155	1.22324	0.454845	1.10415	0.52763	1.50284	0.509203	1.03782	0.628389	0.356026	1.03383	0.369216	1.08707	1.32098	0.609594	0.639486	1.36192	0.232996	0.636488	0.535294	0.20412	0.30963	1.49707	0.608526	1.43249	1.14983	1.3694	0.475671	0.872739	0.683047	0.313867	1.06595	1.07004	0.913814	1.2383	0.721811	1.12937	1.0141	1.11661	0.382017	0.161368	1.07298	1.12385	1.26482	1.46225	0.768638	0.947434	0.675778	0.514548
GSCL	-0.508638	0.0863598	0.0530784	0.0211893	-0.0362122	-0.508638	0.79796	-0.136677	0.711807	0.553883	0.4843	1.15014	0.562293	1.17984	0.482874	0.869232	0.706718	0.588832	0.961895	0.699838	0.685742	-0.236572	-0.187087	0.488551	0.542825	0.565848	0.642465	0.606381	0.828015	-0.130768	0.431364	0.511883	0.184691	1.10175	0.764176	-0.200659	0.190332	1.01284	0.365488	0.979093	-0.0555173	0.167317	0.858537	0.201397	0.765669	0.988559	0.733999	0.480007	0.305351	0.871573	0.908485	0.376577	0.819544	0.896526	1.36605	0.808211	0.698101	0.782473	0.217484	0.562293
MC3R	0.745075	1.21932	0.713491	1.13162	1.25744	1.27393	1.55654	1.09202	0.822168	0.97174	1.05423	0.25042	1.26951	1.01284	0.518514	1.31302	0.38739	0.424882	0.800029	0.777427	1.13258	1.26764	1.36642	1.21458	1.2014	1.2833	0.167317	0.951338	0.678518	1.35927	1.19005	1.29776	1.20222	1.04179	1.18099	1.36717	1.23905	1.34908	0.677607	0.350248	1.23578	1.4216	1.00303	1.20898	0.957607	1.01284	1.14301	1.34733	1.22194	0.600973	1.30341	0.307496	1.14176	0.83187	1.54765	1.38075	0.622214	0.409933	1.53135	1.05115
OR1A2	0.596597	1.18441	0.751279	0.578639	1.24477	0.681241	0.445604	0.117271	0.912753	0.745855	1.13925	0.685742	0.49276	1.17984	0.276462	0.723456	0.281033	0.222716	1.11059	1.25382	1.00689	0.161368	1.06744	1.0306	1.2907	0.340444	0.676694	0.494155	0.567026	0.781037	1.24005	0.888179	0.5302	1.00732	1.13988	0.392697	0.777427	0.281033	1.30103	0.252853	0.383815	1.07628	0.547775	1.16047	0.959518	1.13033	0.117271	1.00432	1.15625	0.271842	0.434569	0.986772	0.977266	1.19893	0.574031	0.942504	0.596597	0.764923	1.27669	0.893207
TOB2	1.84155	1.00604	1.41497	1.77996	1.50474	1.82387	0.92993	1.44264	1.02572	0.946943	2.04242	1.92609	1.9073	1.56855	1.95607	1.56937	1.72949	1.73312	1.7502	1.97722	1.32077	1.58838	1.45969	1.54432	0.943	0.781037	0.879669	0.893207	1.68043	1.84261	0.758155	1.83404	1.55955	1.37822	1.98905	0.680336	1.85443	2.02792	1.82354	1.45576	1.02979	1.04493	1.23121	1.35946	1.4707	2.19401	1.76275	1.01703	1.72542	1.5214	0.943989	1.52556	1.80889	1.65677	0.860338	0.854913	1.56253	1.39829	1.3955	1.63124
RRAGD	0.612784	1.47524	1.31175	0.79796	0.61595	0.460898	1.7155	0.468347	1.1878	0.634477	1.79699	1.65475	1.67117	2.1372	1.30406	1.11959	0.636488	0.450249	0.518514	0.556303	0.318063	0.350248	2.09958	2.48437	0.691081	1.71037	2.2244	2.32717	1.83033	1.92505	1.61752	1.76193	0.757396	0.942504	1.65312	1.36922	1.66219	1.0306	1.67988	1.03743	1.98141	1.28892	1.86004	0.62941	1.94478	1.82504	2.8117	2.90249	1.17026	0.697229	1.60863	1.13862	1.69126	1.70398	0.879669	0.685742	1.54962	2.50884	1.90434	0.609594
DKFZP761I2123	1.2824	1.06258	1.27967	1.2079	1.04454	1.32695	1.27761	0.835056	0.825426	0.591065	1.1116	0.859138	1.12385	1.11461	1.45652	1.72419	0.824126	0.943	0.952792	1.0013	1.0465	0.659916	0.434569	0.844477	1.67724	1.25455	0.431364	0.579784	0.661813	1.31785	0.868056	0.691081	0.586587	0.731589	1.00689	0.652246	1.2383	1.47986	0.578639	0.715167	0.970812	1.4188	0.426511	0.783189	0.778151	0.932981	0.374748	1.1784	0.894316	1.17869	0.617	0.929419	1.05077	1.25672	1.76582	0.854913	1.50037	0.559907	0.614897	1.33506
PARD3	2.00325	1.88508	1.96004	1.99704	1.41296	1.765	1.89354	1.21932	1.34733	1.76193	0.733197	1.55145	1.48073	1.32015	1.54233	1.65896	1.14922	1.47494	1.85138	1.27091	1.21958	1.29292	0.934498	1.18241	1.55108	1.66058	0.711807	0.669317	1.68088	0.920645	1.77026	1.69152	1.27577	1.45469	1.3962	1.2393	1.65176	1.81265	1.62788	1.72949	1.32201	1.91598	1.3166	1.15168	0.835056	1.27021	0.451786	0.598791	1.83065	1.60821	1.50379	1.37383	0.703291	1.13481	2.12215	1.22141	1.031	0.663701	0.919601	1.51786
BHLHB3	1.82821	1.53706	0.61595	0.942504	1.45652	1.49513	0.884229	0.482874	0.982271	0.668386	1.23172	1.22298	0.307496	0.696356	1.99401	1.7417	1.72509	2.65754	0.340444	1.88969	0.371068	0.7348	1.36154	2.55257	1.10585	1.11694	1.76448	1.97447	0.938019	1.32715	2.02727	1.59638	2.03655	0.813581	0.4843	1.74476	1.02407	1.65877	1.58161	1.78554	1.67495	2.14392	1.60703	1.97248	1.63175	2.00501	2.67051	2.07777	1.07882	0.09691	1.91228	1.77349	0.363612	0.584331	1.19061	0.330414	1.87361	2.56813	1.68502	2.07214
PLXNA1	1.26482	1.79546	1.66483	1.31366	1.73886	1.91078	1.48444	1.73344	1.71214	1.65225	1.97169	1.72321	1.84392	1.1383	1.88598	2.26174	2.38548	2.4338	1.8286	1.42177	1.89636	1.8171	1.96355	2.61169	1.8496	2.42907	1.81842	1.83436	1.63518	1.83601	1.9349	1.75289	1.44091	1.63899	1.76485	1.86076	1.73933	1.92469	1.79782	1.72041	1.53744	1.66474	1.36474	1.82943	2.20019	1.87898	1.89812	2.06213	1.88711	1.27554	1.80243	2.33516	1.4239	1.91492	0.451786	1.86356	1.85528	2.21309	1.82737	1.3927
CRISPLD2	2.58932	2.84621	1.66115	3.03022	2.3955	1.59572	1.08814	1.92163	1.92278	2.05239	1.35793	1.52724	1.3813	0.854913	1.71172	1.8875	2.57459	1.41027	1.4612	1.43265	0.369216	0.79379	1.07041	1.48883	1.73022	1.93777	1.57438	1.33405	1.17725	0.586587	1.77203	1.70791	1.47378	1.55121	1.34792	2.62231	1.92314	1.73767	1.57669	1.50596	1.24304	2.34262	1.86847	1.90816	2.43761	1.55931	1.3294	1.55618	1.25912	1.18696	1.48544	2.07044	1.35545	1.54555	1.64326	2.1406	1.73368	0.812245	1.61616	2.22453
THRAP5	1.40106	0.62634	1.40449	0.597695	1.33925	1.50229	1.64018	1.20412	1.46953	1.58749	1.15655	0.940018	1.27738	1.7014	1.10209	1.24699	1.68024	0.911158	1.50529	1.28307	0.925828	1.48657	1.27852	0.80956	0.741939	1.64738	1.57657	1.44012	1.64147	1.48911	0.591065	1.12969	1.58681	0.845098	0.429752	0.884229	1.52479	1.1726	1.25624	0.746634	0.821514	0.624282	1.32243	1.17202	0.755112	0.632457	0.7348	0.92737	1.10992	0.568202	1.59106	0.85248	1.39023	1.29907	1.32613	1.32531	1.19229	0.875061	0.757396	1.12123
ABHD6	1.52479	1.37566	1.38721	1.46345	1.41263	0.644439	1.38863	1.4936	1.78859	0.816904	1.59583	1.52815	1.62859	0.201397	1.47712	1.47422	1.39287	0.969882	1.1682	1.68034	1.06258	0.723456	1.99034	1.98313	1.27323	1.5662	2.11538	2.08207	1.56122	1.2188	1.35717	1.53807	0.732394	1.48244	1.53618	0.721811	1.10483	1.98141	1.64197	1.95134	1.61119	0.903633	1.39235	1.54716	1.49248	1.92319	2.01275	1.87175	1.15564	1.42716	1.34025	1.61236	0.759668	1.28217	1.66689	1.17898	1.35315	1.8607	1.71063	1.38863
LEF1	1.65571	1.85382	0.181844	0.440909	0.334454	1.00303	3.38118	1.1486	0.143015	0.32838	2.149	0.260071	2.15749	0.475671	1.08279	0.623249	2.04497	0.252853	0.585461	1.97575	2.3471	1.34163	2.47659	3.09035	1.52699	0.631444	2.35691	2.3517	3.30929	1.26951	0.853698	0.895975	1.84004	0.369216	0.595496	1.9941	0.926342	1.09795	1.12581	0.900367	0.457882	0.942008	1.53504	1.97548	1.70062	2.44154	2.6924	2.07383	0.161368	0.860338	1.83321	1.49038	0.810904	1.42911	0.491362	1.04922	2.21013	2.20493	2.32836	1.26858
SOAT1	1.51014	1.60735	1.59912	1.67633	1.53084	1.77619	1.53135	0.576341	1.67173	1.4101	1.3831	1.64953	1.34025	1.0983	1.36903	1.71231	1.85364	-0.154902	1.73078	0.959995	1.52815	1.66894	1.66867	1.68341	1.17289	2.27154	1.70526	1.81981	1.50691	1.6826	1.93303	1.76185	1.82341	1.84336	1.66969	1.34242	1.50174	1.57921	1.64856	1.1878	1.50024	1.91709	2.20077	1.89037	1.93666	1.62118	2.34992	1.80441	1.42878	1.60195	1.82184	1.47349	2.18216	1.3955	1.87268	1.66941	1.90222	1.9723	1.66001	1.78704
SIRT3	1.0162	0.941014	1.60412	1.46523	1.17173	1.44654	0.836957	1.30146	1.48954	1.47392	1.53301	1.69775	1.5731	0.849419	1.45148	1.61669	0.716838	1.51322	1.52414	1.57749	1.5358	1.46359	0.334454	1.21958	1.45652	1.32797	0.701568	0.612784	0.780317	1.45576	1.21722	0.598791	1.2492	1.41847	1.85992	1.32797	0.928396	1.51388	1.344	1.77916	1.53504	1.24944	1.42357	1.5636	0.923244	1.26482	1.07408	1.74186	1.1878	1.34124	1.25139	1.64187	0.781755	1.73616	1.40586	1.60574	1.5266	1.42991	0.834421	1.56134
FAM26B	0.70757	1.629	0.83187	0.815578	1.0306	0.576341	1.54962	1.63809	1.62211	0.752048	0.414973	2.01402	1.24576	0.824126	1.41044	1.86705	1.94379	1.59901	0.691965	0.396199	0.790285	0.745075	1.36342	1.80455	1.9566	1.69836	0.799341	0.80956	0.923762	1.65648	1.55642	0.893762	0.806858	1.86605	0.670246	1.4283	0.868056	1.23654	1.50759	0.942008	1.01745	0.873902	0.536558	0.819544	1.8968	1.38453	1.17173	0.854913	1.04021	0.856124	0.910624	1.77503	0.847573	1.38686	1.03141	0.854913	0.678518	1.14426	0.459392	0.909556
NOL3	1.15927	1.42959	1.28194	1.60638	0.576341	1.40875	0.403121	0.41162	1.36773	1.81823	1.43521	1.55242	1.73239	0.133539	1.61374	0.867467	0.318063	1.40552	1.41196	0.738781	0.754348	0.675778	1.19479	0.583199	1.6467	0.481443	0.555094	0.594393	0.459392	1.61045	0.281033	0.790988	1.92911	2.01119	1.02325	0.758912	0.880242	1.58872	1.39305	0.696356	1.44855	1.39742	0.352183	1.52504	1.03822	0.647383	0.800029	0.561101	0.503791	1.61888	1.32695	1.26975	1.15655	1.79803	1.2413	2.00022	1.34498	1.32572	0.645422	1.20629
GDF15	1.25042	2.70697	2.19703	2.61529	2.0633	2.64341	1.3145	1.89081	0.978637	1.3442	2.14817	2.65403	2.45735	0.453318	2.05192	2.07562	1.0607	2.21362	2.1494	3.05815	2.33161	2.49945	2.6906	3.20037	1.7303	0.945961	1.19756	1.20898	0.943495	0.895975	2.96532	2.00208	2.78193	1.97197	1.61805	1.45849	2.76219	2.07056	2.01945	2.51487	0.572872	1.29557	1.11361	2.01157	1.24527	1.05805	2.4796	3.11247	1.57818	0.646404	1.42243	0.661813	0.774517	2.3593	2.20317	1.34753	1.82387	3.30823	3.3126	2.55639
LAT2	0.820201	0.910624	1.06408	1.37876	1.46923	0.522444	1.46	1.50596	1.26364	1.39898	0.431364	1.59062	1.63929	2.83777	1.20871	0.879669	1.18752	1.89905	0.898176	1.30384	0.509203	2.11062	1.35025	2.45066	0.459392	1.21827	0.864511	1.08458	1.05308	0.837588	0.979093	0.930949	1.30557	1.06483	0.729974	0.878522	0.752048	1.52517	1.31994	1.22505	1.71054	0.818226	1.23679	0.735599	1.01284	1.23147	0.862728	0.853698	1.06221	2.12548	1.23805	1.13735	2.70933	2.09902	1.08743	1.031	0.965672	1.00432	1.32325	1.27462
KCNMA1	1.63849	1.6114	0.130334	1.65157	1.57726	0.792392	0.599883	-0.154902	0.783189	-0.119186	0.459392	0.146128	0.0681859	0.294466	0.720986	0.786041	1.51812	0.579784	0.431364	0.167317	0.0530784	1.39445	0.130334	0.120574	0.33646	0.0211893	-0.267606	0.717671	-0.113509	0.344392	1.33965	0.365488	1.26905	0.201397	0.245513	0.298853	0.158362	0.167317	0.294466	1.85491	0.130334	1.32593	1.41196	1.19838	1.12189	0.0530784	0.245513	0.41162	1.24797	1.31027	0.770115	1.10823	0.0569049	-0.130768	0.987219	1.31112	1.06967	0.463893	0.41162	1.4143
CACNG4	0.563481	0.574031	1.20548	0.576341	1.54394	0.555094	0.710963	0.517196	0.456366	0.582063	0.660865	0.873902	0.546543	0.491362	0.240549	0.594393	0.494155	1.72008	0.606381	0.577492	0.361728	0.346353	0.401401	0.565848	0.468347	0.394452	0.445604	0.190332	0.550228	0.521138	0.618048	0.416641	0.664642	0.693727	0.570543	1.33566	0.725095	0.795185	0.460898	0.841359	1.51202	0.471292	0.276462	0.396199	0.437751	0.665581	0.307496	0.44248	0.865696	0.416641	0.939519	0.595496	0.354108	0.898176	1.14829	1.22917	1.62685	0.698101	0.761176	0.49276
CRSP8	1.77034	1.78226	1.02449	0.974051	1.35372	0.92993	1.97516	1.27323	1.60293	0.813581	1.46315	1.01787	1.62201	1.41497	1.95139	1.39898	1.53706	1.17869	1.34674	1.56879	1.81551	1.8947	1.64953	0.804821	1.55182	1.73862	1.29181	1.43313	1.72016	1.63959	1.48273	1.72272	1.60086	0.959518	1.29469	1.40346	0.599883	1.01536	1.58286	1.4679	0.923244	1.08027	1.66417	1.50718	1.75618	0.748963	1.68726	0.424882	0.576341	1.44107	1.59999	1.69548	1.42586	0.898176	0.678518	0.962369	1.73815	0.89098	1.00988	0.771587
FAIM3	0.565848	0.684845	0.846955	0.50515	0.71265	0.478566	0.565848	0.735599	1.95957	1.99734	0.898725	0.481443	0.706718	0.618048	1.30471	1.61448	0.806858	0.782473	0.848805	0.70757	0.558709	0.672098	2.06288	1.66885	1.51772	1.68886	2.13833	2.02268	0.571709	0.858537	0.708421	0.432969	0.474216	0.755875	0.711807	0.74351	0.519828	0.683047	0.491362	0.565848	2.18041	0.802089	0.303196	0.845098	0.431364	2.01106	1.89481	1.69609	0.888179	0.894316	0.770115	1.69862	0.728354	0.711807	1.00988	0.475671	0.553883	1.83954	1.36866	0.541579
NSBP1	1.39428	1.6026	0.914872	1.36154	-0.119186	1.40432	2.12766	1.92768	1.22968	0.960471	1.50799	1.67422	1.94611	2.41711	1.38292	1.24329	0.907411	1.30016	1.49596	2.0128	1.856	1.75534	1.5791	1.28758	0.834421	0.382017	1.29358	1.01536	2.12837	1.75511	-0.318759	1.84807	1.4524	2.35447	1.03222	1.46285	1.41363	0.426511	1.62076	1.65916	2.22863	1.12646	0.790988	1.37383	1.52153	1.86404	1.53555	1.69932	0.071882	0.269513	0.972666	1.64904	1.14891	2.37907	1.58047	1.41597	1.46538	1.47144	1.29248	1.53071
WNT6	0.178977	1.21352	1.28443	0.190332	0.700704	0.681241	0.155336	1.04883	1.17464	0.846337	0.7348	0.689309	0.324282	1.50338	0.741939	1.03663	0.552668	0.383815	1.39445	0.542825	0.367356	0.290035	0.748188	0.642465	1.26553	0.274158	1.04336	-0.0604807	0.539076	0.247973	0.403121	0.695482	0.565848	0.416641	0.704151	0.389166	0.644439	0.930949	0.608526	0.622214	1.15014	0.453318	0.133539	0.418301	0.667453	0.44248	0.10721	0.820201	0.656098	0.633468	0.875061	0.537819	0.959995	1.3019	0.992554	0.436163	0.378398	0.281033	0.83187	0.40654
TCL6	0.346353	0.674861	0.745855	0.390935	1.26529	0.426511	1.31513	1.16613	0.673021	1.15625	0.448706	1.34498	1.40993	1.4484	0.252853	0.635484	1.31133	1.0013	0.344392	0.577492	1.28646	1.20978	1.39199	1.22763	0.683947	1.0249	1.1529	0.643453	1.39041	1.24822	1.28847	1.21801	0.755112	1.2003	0.646404	1.03342	1.41363	0.80618	1.30168	0.82866	0.471292	0.60206	0.489958	1.09026	0.690196	1.24576	0.676694	1.42308	1.34143	1.23553	0.908485	1.13577	1.37125	1.02572	1.39058	1.15594	1.19921	0.633468	1.65916	1.15442
HNRPU	1.29798	0.539076	0.996512	0.639486	1.4062	1.57334	1.50934	1.13354	1.61542	0.942504	0.511883	1.43489	1.28892	1.76745	1.32098	1.55979	0.938019	0.870404	0.804139	1.3653	0.691965	0.991226	0.676694	1.62159	1.58467	1.38364	0.313867	1.1427	1.21775	0.499687	1.49776	1.33885	1.56324	1.01912	0.518514	1.47553	1.01745	1.48316	1.14613	1.41929	0.61595	1.38075	1.08279	1.17522	1.13162	1.16256	1.31952	1.44436	1.48827	1.24254	1.49886	1.30664	0.726727	0.561101	1.68637	1.33706	1.31555	1.15534	1.74335	1.48373
LRDD	0.346353	1.44731	1.57807	1.65031	1.31869	0.889862	1.58647	1.27254	0.478566	1.53071	1.52114	1.63959	1.5904	1.50866	1.57496	0.437751	1.15381	1.84628	1.58771	1.27715	1.76193	1.44529	0.93044	0.989005	1.62531	1.36996	1.42749	1.44028	1.70243	1.49429	1.40054	1.00432	1.34223	1.25431	1.80632	1.10619	0.429752	1.6894	0.585461	1.43632	1.4603	0.190332	1.40364	1.53479	1.05881	1.2615	1.50024	1.10517	1.41296	1.36549	1.51614	1.64306	1.4504	1.53453	1.69749	1.60423	1.35698	1.53415	1.11661	1.76886
